box_id,rack_id,level,position,x,y,z,status,capacity_used,last_updated
BOX-Rack-E2-L3-P2,Rack-E2,2,2,260.00,50.00,7.14,stored,68,2026-01-27T14:29:48.123Z
BOX-Rack-E2-L3-P3,Rack-E2,2,3,261.50,50.00,7.14,stored,75,2026-01-29T14:29:48.123Z
BOX-Rack-E2-L6-P1,Rack-E2,3,1,258.50,50.00,15.71,stored,68,2026-01-13T14:29:48.123Z
BOX-Rack-E2-L6-P2,Rack-E2,3,2,260.00,50.00,15.71,stored,77,2026-01-14T14:29:48.123Z
BOX-Rack-E2-L7-P3,Rack-E2,3,3,261.50,50.00,18.57,stored,77,2026-01-12T14:29:48.123Z
BOX-Rack-E3-L1-P1,Rack-E3,1,1,258.50,65.00,1.43,stored,71,2026-01-16T14:29:48.123Z
BOX-Rack-E3-L1-P2,Rack-E3,1,2,260.00,65.00,1.43,stored,63,2026-01-20T14:29:48.123Z
BOX-Rack-E3-L2-P3,Rack-E3,1,3,261.50,65.00,4.29,stored,61,2026-01-31T14:29:48.123Z
BOX-Rack-E3-L3-P1,Rack-E3,2,1,258.50,65.00,7.14,stored,80,2026-01-24T14:29:48.123Z
BOX-Rack-E3-L3-P2,Rack-E3,2,2,260.00,65.00,7.14,stored,67,2026-01-16T14:29:48.123Z
BOX-Rack-E3-L3-P3,Rack-E3,2,3,261.50,65.00,7.14,stored,61,2026-01-22T14:29:48.123Z
BOX-Rack-E3-L6-P2,Rack-E3,3,2,260.00,65.00,15.71,stored,87,2026-01-16T14:29:48.123Z
BOX-Rack-E3-L6-P3,Rack-E3,3,3,261.50,65.00,15.71,stored,74,2026-01-26T14:29:48.123Z
BOX-Rack-E3-L7-P1,Rack-E3,3,1,258.50,65.00,18.57,stored,66,2026-01-23T14:29:48.123Z
BOX-Rack-E4-L1-P1,Rack-E4,1,1,258.50,80.00,1.43,stored,88,2026-02-03T14:29:48.123Z
BOX-Rack-E4-L1-P2,Rack-E4,1,2,260.00,80.00,1.43,stored,81,2026-02-04T14:29:48.123Z
BOX-Rack-E4-L1-P3,Rack-E4,1,3,261.50,80.00,1.43,stored,63,2026-02-02T14:29:48.123Z
BOX-Rack-E4-L3-P1,Rack-E4,2,1,258.50,80.00,7.14,stored,60,2026-01-18T14:29:48.123Z
BOX-Rack-E4-L3-P2,Rack-E4,2,2,260.00,80.00,7.14,stored,61,2026-01-31T14:29:48.123Z
BOX-Rack-E4-L3-P3,Rack-E4,2,3,261.50,80.00,7.14,stored,76,2026-01-26T14:29:48.123Z
BOX-Rack-E4-L6-P1,Rack-E4,3,1,258.50,80.00,15.71,stored,89,2026-01-26T14:29:48.124Z
BOX-Rack-E4-L6-P2,Rack-E4,3,2,260.00,80.00,15.71,stored,73,2026-02-03T14:29:48.124Z
BOX-Rack-E4-L7-P3,Rack-E4,3,3,261.50,80.00,18.57,stored,78,2026-02-05T14:29:48.124Z
BOX-Rack-E5-L1-P1,Rack-E5,1,1,258.50,95.00,1.43,stored,74,2026-02-02T14:29:48.124Z
BOX-Rack-E5-L1-P2,Rack-E5,1,2,260.00,95.00,1.43,stored,87,2026-01-26T14:29:48.124Z
BOX-Rack-E5-L1-P3,Rack-E5,1,3,261.50,95.00,1.43,stored,85,2026-01-18T14:29:48.124Z
BOX-Rack-E5-L3-P1,Rack-E5,2,1,258.50,95.00,7.14,stored,75,2026-02-05T14:29:48.124Z
BOX-Rack-E5-L3-P2,Rack-E5,2,2,260.00,95.00,7.14,stored,72,2026-01-27T14:29:48.124Z
BOX-Rack-E5-L3-P3,Rack-E5,2,3,261.50,95.00,7.14,stored,61,2026-01-12T14:29:48.124Z
BOX-Rack-E5-L6-P1,Rack-E5,3,1,258.50,95.00,15.71,stored,70,2026-01-23T14:29:48.125Z
BOX-Rack-E5-L7-P2,Rack-E5,3,2,260.00,95.00,18.57,stored,81,2026-02-02T14:29:48.125Z
BOX-Rack-E6-L1-P1,Rack-E6,1,1,258.50,110.00,1.43,stored,68,2026-01-29T14:29:48.135Z
BOX-Rack-E6-L1-P2,Rack-E6,1,2,260.00,110.00,1.43,stored,67,2026-01-09T14:29:48.135Z
BOX-Rack-E6-L1-P3,Rack-E6,1,3,261.50,110.00,1.43,stored,70,2026-01-17T14:29:48.135Z
BOX-Rack-E6-L3-P2,Rack-E6,2,2,260.00,110.00,7.14,stored,88,2026-01-13T14:29:48.135Z
BOX-Rack-E6-L3-P3,Rack-E6,2,3,261.50,110.00,7.14,stored,75,2026-01-23T14:29:48.135Z
BOX-Rack-E6-L4-P1,Rack-E6,2,1,258.50,110.00,10.00,stored,86,2026-01-31T14:29:48.135Z
BOX-Rack-E6-L6-P1,Rack-E6,3,1,258.50,110.00,15.71,stored,84,2026-01-14T14:29:48.135Z
BOX-Rack-E6-L6-P3,Rack-E6,3,3,261.50,110.00,15.71,stored,82,2026-02-04T14:29:48.135Z
BOX-Rack-F1-L1-P1,Rack-F1,1,1,298.50,35.00,1.43,stored,67,2026-01-28T14:29:48.135Z
BOX-Rack-F1-L1-P2,Rack-F1,1,2,300.00,35.00,1.43,stored,72,2026-01-28T14:29:48.137Z
BOX-Rack-F1-L1-P3,Rack-F1,1,3,301.50,35.00,1.43,stored,81,2026-02-03T14:29:48.137Z
BOX-Rack-F1-L3-P1,Rack-F1,2,1,298.50,35.00,7.14,stored,89,2026-01-29T14:29:48.137Z
BOX-Rack-F1-L3-P2,Rack-F1,2,2,300.00,35.00,7.14,stored,70,2026-01-16T14:29:48.137Z
BOX-Rack-F1-L3-P3,Rack-F1,2,3,301.50,35.00,7.14,stored,60,2026-01-29T14:29:48.137Z
BOX-Rack-F1-L6-P1,Rack-F1,3,1,298.50,35.00,15.71,stored,62,2026-01-21T14:29:48.137Z
BOX-Rack-F1-L6-P2,Rack-F1,3,2,300.00,35.00,15.71,stored,77,2026-01-07T14:29:48.137Z
BOX-Rack-F1-L6-P3,Rack-F1,3,3,301.50,35.00,15.71,stored,65,2026-01-14T14:29:48.137Z
BOX-Rack-F2-L1-P1,Rack-F2,1,1,298.50,50.00,1.43,stored,81,2026-01-23T14:29:48.137Z
BOX-Rack-F2-L1-P2,Rack-F2,1,2,300.00,50.00,1.43,stored,86,2026-01-22T14:29:48.137Z
BOX-Rack-F2-L2-P3,Rack-F2,1,3,301.50,50.00,4.29,stored,82,2026-01-26T14:29:48.137Z
BOX-Rack-F2-L3-P1,Rack-F2,2,1,298.50,50.00,7.14,stored,89,2026-01-30T14:29:48.137Z
BOX-Rack-F2-L3-P2,Rack-F2,2,2,300.00,50.00,7.14,stored,64,2026-01-18T14:29:48.137Z
BOX-Rack-F2-L3-P3,Rack-F2,2,3,301.50,50.00,7.14,stored,65,2026-01-21T14:29:48.138Z
BOX-Rack-F2-L6-P1,Rack-F2,3,1,298.50,50.00,15.71,stored,69,2026-01-28T14:29:48.138Z
BOX-Rack-F2-L6-P2,Rack-F2,3,2,300.00,50.00,15.71,stored,64,2026-01-08T14:29:48.138Z
BOX-Rack-F2-L6-P3,Rack-F2,3,3,301.50,50.00,15.71,stored,62,2026-01-14T14:29:48.138Z
BOX-Rack-F3-L1-P1,Rack-F3,1,1,298.50,65.00,1.43,stored,66,2026-01-08T14:29:48.138Z
BOX-Rack-F3-L1-P2,Rack-F3,1,2,300.00,65.00,1.43,stored,74,2026-02-01T14:29:48.138Z
BOX-Rack-F3-L1-P3,Rack-F3,1,3,301.50,65.00,1.43,stored,68,2026-01-17T14:29:48.138Z
BOX-Rack-F3-L3-P1,Rack-F3,2,1,298.50,65.00,7.14,stored,66,2026-01-27T14:29:48.138Z
BOX-Rack-F3-L3-P2,Rack-F3,2,2,300.00,65.00,7.14,stored,82,2026-02-01T14:29:48.138Z
BOX-Rack-F3-L3-P3,Rack-F3,2,3,301.50,65.00,7.14,stored,87,2026-01-31T14:29:48.138Z
BOX-Rack-F3-L6-P2,Rack-F3,3,2,300.00,65.00,15.71,stored,65,2026-02-01T14:29:48.138Z
BOX-Rack-F3-L6-P3,Rack-F3,3,3,301.50,65.00,15.71,stored,80,2026-01-17T14:29:48.138Z
BOX-Rack-F3-L7-P1,Rack-F3,3,1,298.50,65.00,18.57,stored,81,2026-01-26T14:29:48.138Z
BOX-Rack-F4-L1-P1,Rack-F4,1,1,298.50,80.00,1.43,stored,85,2026-01-26T14:29:48.138Z
BOX-Rack-F4-L1-P2,Rack-F4,1,2,300.00,80.00,1.43,stored,64,2026-01-28T14:29:48.138Z
BOX-Rack-F4-L1-P3,Rack-F4,1,3,301.50,80.00,1.43,stored,70,2026-01-20T14:29:48.138Z
BOX-Rack-F4-L3-P1,Rack-F4,2,1,298.50,80.00,7.14,stored,84,2026-02-04T14:29:48.138Z
BOX-Rack-F4-L3-P2,Rack-F4,2,2,300.00,80.00,7.14,stored,69,2026-01-31T14:29:48.138Z
BOX-Rack-F4-L3-P3,Rack-F4,2,3,301.50,80.00,7.14,stored,69,2026-02-05T14:29:48.138Z
BOX-Rack-F4-L6-P1,Rack-F4,3,1,298.50,80.00,15.71,stored,85,2026-01-22T14:29:48.138Z
BOX-Rack-F4-L7-P2,Rack-F4,3,2,300.00,80.00,18.57,stored,82,2026-01-22T14:29:48.138Z
BOX-Rack-F4-L7-P3,Rack-F4,3,3,301.50,80.00,18.57,stored,70,2026-02-05T14:29:48.138Z
BOX-Rack-F5-L1-P1,Rack-F5,1,1,298.50,95.00,1.43,stored,78,2026-01-28T14:29:48.138Z
BOX-Rack-F5-L1-P2,Rack-F5,1,2,300.00,95.00,1.43,stored,83,2026-02-04T14:29:48.138Z
BOX-Rack-F5-L1-P3,Rack-F5,1,3,301.50,95.00,1.43,stored,80,2026-01-20T14:29:48.138Z
BOX-Rack-F5-L3-P1,Rack-F5,2,1,298.50,95.00,7.14,stored,68,2026-01-23T14:29:48.138Z
BOX-Rack-F5-L3-P2,Rack-F5,2,2,300.00,95.00,7.14,stored,81,2026-01-13T14:29:48.138Z
BOX-Rack-F5-L3-P3,Rack-F5,2,3,301.50,95.00,7.14,stored,88,2026-01-07T14:29:48.138Z
BOX-Rack-F5-L6-P1,Rack-F5,3,1,298.50,95.00,15.71,stored,84,2026-01-25T14:29:48.138Z
BOX-Rack-F5-L6-P2,Rack-F5,3,2,300.00,95.00,15.71,stored,74,2026-01-07T14:29:48.138Z
BOX-Rack-F5-L7-P3,Rack-F5,3,3,301.50,95.00,18.57,stored,63,2026-01-24T14:29:48.138Z
BOX-Rack-F6-L1-P1,Rack-F6,1,1,298.50,110.00,1.43,stored,67,2026-01-24T14:29:48.138Z
BOX-Rack-F6-L1-P2,Rack-F6,1,2,300.00,110.00,1.43,stored,62,2026-02-05T14:29:48.138Z
BOX-Rack-F6-L1-P3,Rack-F6,1,3,301.50,110.00,1.43,stored,75,2026-01-25T14:29:48.138Z
BOX-Rack-F6-L3-P1,Rack-F6,2,1,298.50,110.00,7.14,stored,70,2026-01-29T14:29:48.138Z
BOX-Rack-F6-L3-P2,Rack-F6,2,2,300.00,110.00,7.14,stored,80,2026-01-18T14:29:48.138Z
BOX-Rack-F6-L3-P3,Rack-F6,2,3,301.50,110.00,7.14,stored,85,2026-02-03T14:29:48.138Z
BOX-Rack-F6-L6-P1,Rack-F6,3,1,298.50,110.00,15.71,stored,65,2026-01-14T14:29:48.138Z
BOX-Rack-F6-L6-P2,Rack-F6,3,2,300.00,110.00,15.71,stored,89,2026-01-11T14:29:48.138Z
BOX-Rack-F6-L6-P3,Rack-F6,3,3,301.50,110.00,15.71,stored,60,2026-01-16T14:29:48.138Z
BOX-Rack-F2-1-L1-P1,Rack-F2-1,1,1,318.50,35.00,1.43,stored,73,2026-01-08T14:29:48.138Z
BOX-Rack-F2-1-L1-P2,Rack-F2-1,1,2,320.00,35.00,1.43,stored,77,2026-01-30T14:29:48.138Z
BOX-Rack-F2-1-L1-P3,Rack-F2-1,1,3,321.50,35.00,1.43,stored,89,2026-01-21T14:29:48.138Z
BOX-Rack-F2-1-L3-P1,Rack-F2-1,2,1,318.50,35.00,7.14,stored,84,2026-02-04T14:29:48.138Z
BOX-Rack-F2-1-L3-P2,Rack-F2-1,2,2,320.00,35.00,7.14,stored,78,2026-02-05T14:29:48.138Z
BOX-Rack-F2-1-L3-P3,Rack-F2-1,2,3,321.50,35.00,7.14,stored,78,2026-01-16T14:29:48.138Z
BOX-Rack-F2-1-L6-P1,Rack-F2-1,3,1,318.50,35.00,15.71,stored,71,2026-01-12T14:29:48.138Z
BOX-Rack-F2-1-L6-P3,Rack-F2-1,3,3,321.50,35.00,15.71,stored,75,2026-01-15T14:29:48.138Z
BOX-Rack-F2-1-L7-P2,Rack-F2-1,3,2,320.00,35.00,18.57,stored,67,2026-02-05T14:29:48.139Z
BOX-Rack-F2-2-L1-P1,Rack-F2-2,1,1,318.50,50.00,1.43,stored,74,2026-01-23T14:29:48.139Z
BOX-Rack-F2-2-L1-P2,Rack-F2-2,1,2,320.00,50.00,1.43,stored,83,2026-02-02T14:29:48.139Z
BOX-Rack-F2-2-L1-P3,Rack-F2-2,1,3,321.50,50.00,1.43,stored,64,2026-01-15T14:29:48.139Z
BOX-Rack-F2-2-L3-P1,Rack-F2-2,2,1,318.50,50.00,7.14,stored,81,2026-01-27T14:29:48.139Z
BOX-Rack-F2-2-L3-P2,Rack-F2-2,2,2,320.00,50.00,7.14,stored,74,2026-01-13T14:29:48.139Z
BOX-Rack-F2-2-L3-P3,Rack-F2-2,2,3,321.50,50.00,7.14,stored,69,2026-01-10T14:29:48.139Z
BOX-Rack-F2-2-L6-P1,Rack-F2-2,3,1,318.50,50.00,15.71,stored,65,2026-01-21T14:29:48.139Z
BOX-Rack-F2-2-L6-P2,Rack-F2-2,3,2,320.00,50.00,15.71,stored,79,2026-01-17T14:29:48.139Z
BOX-Rack-F2-2-L7-P3,Rack-F2-2,3,3,321.50,50.00,18.57,stored,83,2026-02-01T14:29:48.139Z
BOX-Rack-F2-3-L1-P1,Rack-F2-3,1,1,318.50,65.00,1.43,stored,87,2026-01-23T14:29:48.139Z
BOX-Rack-F2-3-L1-P2,Rack-F2-3,1,2,320.00,65.00,1.43,stored,71,2026-01-29T14:29:48.139Z
BOX-Rack-F2-3-L1-P3,Rack-F2-3,1,3,321.50,65.00,1.43,stored,66,2026-01-23T14:29:48.139Z
BOX-Rack-F2-3-L3-P1,Rack-F2-3,2,1,318.50,65.00,7.14,stored,82,2026-01-28T14:29:48.139Z
BOX-Rack-F2-3-L3-P2,Rack-F2-3,2,2,320.00,65.00,7.14,stored,73,2026-01-22T14:29:48.139Z
BOX-Rack-F2-3-L3-P3,Rack-F2-3,2,3,321.50,65.00,7.14,stored,79,2026-01-28T14:29:48.139Z
BOX-Rack-F2-3-L6-P3,Rack-F2-3,3,3,321.50,65.00,15.71,stored,69,2026-01-18T14:29:48.139Z
BOX-Rack-F2-3-L7-P1,Rack-F2-3,3,1,318.50,65.00,18.57,stored,61,2026-01-17T14:29:48.139Z
BOX-Rack-F2-3-L7-P2,Rack-F2-3,3,2,320.00,65.00,18.57,stored,88,2026-01-29T14:29:48.139Z
BOX-Rack-F2-4-L1-P1,Rack-F2-4,1,1,318.50,80.00,1.43,stored,82,2026-01-27T14:29:48.139Z
BOX-Rack-F2-4-L1-P2,Rack-F2-4,1,2,320.00,80.00,1.43,stored,78,2026-01-18T14:29:48.139Z
BOX-Rack-F2-4-L1-P3,Rack-F2-4,1,3,321.50,80.00,1.43,stored,86,2026-02-02T14:29:48.139Z
BOX-Rack-F2-4-L3-P1,Rack-F2-4,2,1,318.50,80.00,7.14,stored,87,2026-02-02T14:29:48.139Z
BOX-Rack-F2-4-L3-P2,Rack-F2-4,2,2,320.00,80.00,7.14,stored,60,2026-01-27T14:29:48.139Z
BOX-Rack-F2-4-L3-P3,Rack-F2-4,2,3,321.50,80.00,7.14,stored,77,2026-01-24T14:29:48.139Z
BOX-Rack-F2-4-L6-P1,Rack-F2-4,3,1,318.50,80.00,15.71,stored,72,2026-01-18T14:29:48.139Z
BOX-Rack-F2-4-L6-P3,Rack-F2-4,3,3,321.50,80.00,15.71,stored,84,2026-01-22T14:29:48.139Z
BOX-Rack-F2-4-L7-P2,Rack-F2-4,3,2,320.00,80.00,18.57,stored,84,2026-01-12T14:29:48.139Z
BOX-Rack-F2-5-L1-P1,Rack-F2-5,1,1,318.50,95.00,1.43,stored,74,2026-02-03T14:29:48.139Z
BOX-Rack-F2-5-L1-P2,Rack-F2-5,1,2,320.00,95.00,1.43,stored,78,2026-01-15T14:29:48.139Z
BOX-Rack-F2-5-L1-P3,Rack-F2-5,1,3,321.50,95.00,1.43,stored,65,2026-02-04T14:29:48.139Z
BOX-Rack-F2-5-L3-P1,Rack-F2-5,2,1,318.50,95.00,7.14,stored,73,2026-02-01T14:29:48.139Z
BOX-Rack-F2-5-L3-P2,Rack-F2-5,2,2,320.00,95.00,7.14,stored,83,2026-01-12T14:29:48.139Z
BOX-Rack-F2-5-L3-P3,Rack-F2-5,2,3,321.50,95.00,7.14,stored,86,2026-02-01T14:29:48.139Z
BOX-Rack-F2-5-L6-P1,Rack-F2-5,3,1,318.50,95.00,15.71,stored,75,2026-01-26T14:29:48.139Z
BOX-Rack-F2-5-L6-P2,Rack-F2-5,3,2,320.00,95.00,15.71,stored,79,2026-01-10T14:29:48.139Z
BOX-Rack-F2-5-L6-P3,Rack-F2-5,3,3,321.50,95.00,15.71,stored,82,2026-01-10T14:29:48.139Z
BOX-Rack-F2-6-L1-P1,Rack-F2-6,1,1,318.50,110.00,1.43,stored,83,2026-02-01T14:29:48.139Z
BOX-Rack-F2-6-L1-P3,Rack-F2-6,1,3,321.50,110.00,1.43,stored,82,2026-02-05T14:29:48.139Z
BOX-Rack-F2-6-L2-P2,Rack-F2-6,1,2,320.00,110.00,4.29,stored,68,2026-02-02T14:29:48.139Z
BOX-Rack-F2-6-L3-P1,Rack-F2-6,2,1,318.50,110.00,7.14,stored,75,2026-01-20T14:29:48.139Z
BOX-Rack-F2-6-L3-P2,Rack-F2-6,2,2,320.00,110.00,7.14,stored,60,2026-01-14T14:29:48.139Z
BOX-Rack-F2-6-L3-P3,Rack-F2-6,2,3,321.50,110.00,7.14,stored,74,2026-01-22T14:29:48.139Z
BOX-Rack-F2-6-L6-P1,Rack-F2-6,3,1,318.50,110.00,15.71,stored,70,2026-01-26T14:29:48.139Z
BOX-Rack-F2-6-L6-P2,Rack-F2-6,3,2,320.00,110.00,15.71,stored,69,2026-01-22T14:29:48.139Z
BOX-Rack-F2-6-L6-P3,Rack-F2-6,3,3,321.50,110.00,15.71,stored,68,2026-01-09T14:29:48.139Z
BOX-Rack-G1-L1-P1,Rack-G1,1,1,358.50,35.00,1.43,stored,74,2026-01-13T14:29:48.139Z
BOX-Rack-G1-L1-P2,Rack-G1,1,2,360.00,35.00,1.43,stored,81,2026-02-01T14:29:48.139Z
BOX-Rack-G1-L2-P3,Rack-G1,1,3,361.50,35.00,4.29,stored,64,2026-01-12T14:29:48.139Z
BOX-Rack-G1-L3-P1,Rack-G1,2,1,358.50,35.00,7.14,stored,65,2026-02-03T14:29:48.139Z
BOX-Rack-G1-L3-P2,Rack-G1,2,2,360.00,35.00,7.14,stored,84,2026-01-07T14:29:48.139Z
BOX-Rack-G1-L3-P3,Rack-G1,2,3,361.50,35.00,7.14,stored,61,2026-01-29T14:29:48.139Z
BOX-Rack-G1-L6-P1,Rack-G1,3,1,358.50,35.00,15.71,stored,85,2026-01-07T14:29:48.139Z
BOX-Rack-G1-L6-P3,Rack-G1,3,3,361.50,35.00,15.71,stored,68,2026-01-18T14:29:48.139Z
BOX-Rack-G1-L7-P2,Rack-G1,3,2,360.00,35.00,18.57,stored,74,2026-01-15T14:29:48.139Z
BOX-Rack-G2-L1-P1,Rack-G2,1,1,358.50,50.00,1.43,stored,70,2026-01-10T14:29:48.139Z
BOX-Rack-G2-L1-P2,Rack-G2,1,2,360.00,50.00,1.43,stored,67,2026-01-28T14:29:48.139Z
BOX-Rack-G2-L1-P3,Rack-G2,1,3,361.50,50.00,1.43,stored,77,2026-01-17T14:29:48.139Z
BOX-Rack-G2-L3-P1,Rack-G2,2,1,358.50,50.00,7.14,stored,77,2026-02-05T14:29:48.139Z
BOX-Rack-G2-L3-P2,Rack-G2,2,2,360.00,50.00,7.14,stored,62,2026-01-24T14:29:48.139Z
BOX-Rack-G2-L3-P3,Rack-G2,2,3,361.50,50.00,7.14,stored,79,2026-01-23T14:29:48.139Z
BOX-Rack-G2-L6-P1,Rack-G2,3,1,358.50,50.00,15.71,stored,61,2026-01-07T14:29:48.140Z
BOX-Rack-G2-L6-P2,Rack-G2,3,2,360.00,50.00,15.71,stored,60,2026-02-03T14:29:48.140Z
BOX-Rack-G2-L6-P3,Rack-G2,3,3,361.50,50.00,15.71,stored,61,2026-01-30T14:29:48.140Z
BOX-Rack-G3-L1-P1,Rack-G3,1,1,358.50,65.00,1.43,stored,81,2026-01-18T14:29:48.140Z
BOX-Rack-G3-L1-P2,Rack-G3,1,2,360.00,65.00,1.43,stored,74,2026-01-19T14:29:48.140Z
BOX-Rack-G3-L3-P1,Rack-G3,2,1,358.50,65.00,7.14,stored,72,2026-01-31T14:29:48.140Z
BOX-Rack-G3-L3-P2,Rack-G3,2,2,360.00,65.00,7.14,stored,63,2026-02-03T14:29:48.140Z
BOX-Rack-G3-L3-P3,Rack-G3,2,3,361.50,65.00,7.14,stored,78,2026-01-13T14:29:48.140Z
BOX-Rack-G3-L6-P1,Rack-G3,3,1,358.50,65.00,15.71,stored,89,2026-01-17T14:29:48.140Z
BOX-Rack-G3-L6-P2,Rack-G3,3,2,360.00,65.00,15.71,stored,70,2026-02-02T14:29:48.140Z
BOX-Rack-G3-L6-P3,Rack-G3,3,3,361.50,65.00,15.71,stored,77,2026-01-20T14:29:48.140Z
BOX-Rack-G4-L1-P1,Rack-G4,1,1,358.50,80.00,1.43,stored,65,2026-01-12T14:29:48.140Z
BOX-Rack-G4-L1-P2,Rack-G4,1,2,360.00,80.00,1.43,stored,85,2026-01-29T14:29:48.140Z
BOX-Rack-G4-L2-P3,Rack-G4,1,3,361.50,80.00,4.29,stored,67,2026-01-19T14:29:48.140Z
BOX-Rack-G4-L3-P1,Rack-G4,2,1,358.50,80.00,7.14,stored,84,2026-01-27T14:29:48.140Z
BOX-Rack-G4-L3-P2,Rack-G4,2,2,360.00,80.00,7.14,stored,74,2026-02-03T14:29:48.140Z
BOX-Rack-G4-L4-P3,Rack-G4,2,3,361.50,80.00,10.00,stored,79,2026-01-11T14:29:48.140Z
BOX-Rack-G4-L6-P1,Rack-G4,3,1,358.50,80.00,15.71,stored,80,2026-01-17T14:29:48.140Z
BOX-Rack-G4-L6-P2,Rack-G4,3,2,360.00,80.00,15.71,stored,85,2026-01-26T14:29:48.140Z
BOX-Rack-G4-L6-P3,Rack-G4,3,3,361.50,80.00,15.71,stored,72,2026-01-08T14:29:48.140Z
BOX-Rack-G5-L1-P1,Rack-G5,1,1,358.50,95.00,1.43,stored,65,2026-01-29T14:29:48.140Z
BOX-Rack-G5-L1-P2,Rack-G5,1,2,360.00,95.00,1.43,stored,63,2026-02-01T14:29:48.140Z
BOX-Rack-G5-L1-P3,Rack-G5,1,3,361.50,95.00,1.43,stored,68,2026-02-01T14:29:48.140Z
BOX-Rack-G5-L3-P1,Rack-G5,2,1,358.50,95.00,7.14,stored,74,2026-01-26T14:29:48.140Z
BOX-Rack-G5-L3-P2,Rack-G5,2,2,360.00,95.00,7.14,stored,64,2026-02-03T14:29:48.140Z
BOX-Rack-G5-L3-P3,Rack-G5,2,3,361.50,95.00,7.14,stored,65,2026-01-24T14:29:48.140Z
BOX-Rack-G5-L6-P1,Rack-G5,3,1,358.50,95.00,15.71,stored,82,2026-01-24T14:29:48.140Z
BOX-Rack-G5-L6-P2,Rack-G5,3,2,360.00,95.00,15.71,stored,65,2026-01-17T14:29:48.140Z
BOX-Rack-G5-L6-P3,Rack-G5,3,3,361.50,95.00,15.71,stored,62,2026-01-10T14:29:48.140Z
BOX-Rack-G6-L1-P1,Rack-G6,1,1,358.50,110.00,1.43,stored,75,2026-01-23T14:29:48.140Z
BOX-Rack-G6-L1-P2,Rack-G6,1,2,360.00,110.00,1.43,stored,71,2026-01-13T14:29:48.140Z
BOX-Rack-G6-L1-P3,Rack-G6,1,3,361.50,110.00,1.43,stored,76,2026-02-04T14:29:48.140Z
BOX-Rack-G6-L3-P1,Rack-G6,2,1,358.50,110.00,7.14,stored,63,2026-01-21T14:29:48.140Z
BOX-Rack-G6-L3-P2,Rack-G6,2,2,360.00,110.00,7.14,stored,66,2026-01-20T14:29:48.140Z
BOX-Rack-G6-L3-P3,Rack-G6,2,3,361.50,110.00,7.14,stored,72,2026-02-05T14:29:48.140Z
BOX-Rack-G6-L6-P1,Rack-G6,3,1,358.50,110.00,15.71,stored,85,2026-01-19T14:29:48.140Z
BOX-Rack-G6-L6-P3,Rack-G6,3,3,361.50,110.00,15.71,stored,86,2026-01-29T14:29:48.140Z
BOX-Rack-G6-L7-P2,Rack-G6,3,2,360.00,110.00,18.57,stored,62,2026-01-12T14:29:48.140Z
BOX-Rack-H1-L1-P1,Rack-H1,1,1,378.50,35.00,1.43,stored,65,2026-01-17T14:29:48.140Z
BOX-Rack-H1-L1-P2,Rack-H1,1,2,380.00,35.00,1.43,stored,73,2026-01-08T14:29:48.140Z
BOX-Rack-H1-L1-P3,Rack-H1,1,3,381.50,35.00,1.43,stored,67,2026-01-17T14:29:48.140Z
BOX-Rack-H1-L3-P1,Rack-H1,2,1,378.50,35.00,7.14,stored,83,2026-01-13T14:29:48.140Z
BOX-Rack-H1-L3-P2,Rack-H1,2,2,380.00,35.00,7.14,stored,84,2026-01-07T14:29:48.140Z
BOX-Rack-H1-L3-P3,Rack-H1,2,3,381.50,35.00,7.14,stored,81,2026-01-21T14:29:48.140Z
BOX-Rack-H1-L6-P1,Rack-H1,3,1,378.50,35.00,15.71,stored,84,2026-01-12T14:29:48.140Z
BOX-Rack-H1-L6-P2,Rack-H1,3,2,380.00,35.00,15.71,stored,69,2026-01-27T14:29:48.140Z
BOX-Rack-H1-L6-P3,Rack-H1,3,3,381.50,35.00,15.71,stored,74,2026-01-12T14:29:48.140Z
BOX-Rack-H2-L1-P1,Rack-H2,1,1,378.50,50.00,1.43,stored,68,2026-02-01T14:29:48.140Z
BOX-Rack-H2-L1-P2,Rack-H2,1,2,380.00,50.00,1.43,stored,61,2026-01-20T14:29:48.140Z
BOX-Rack-H2-L1-P3,Rack-H2,1,3,381.50,50.00,1.43,stored,75,2026-01-22T14:29:48.140Z
BOX-Rack-H2-L3-P1,Rack-H2,2,1,378.50,50.00,7.14,stored,80,2026-01-28T14:29:48.140Z
BOX-Rack-H2-L3-P2,Rack-H2,2,2,380.00,50.00,7.14,stored,82,2026-02-04T14:29:48.140Z
BOX-Rack-H2-L3-P3,Rack-H2,2,3,381.50,50.00,7.14,stored,67,2026-02-01T14:29:48.140Z
BOX-Rack-H2-L6-P1,Rack-H2,3,1,378.50,50.00,15.71,stored,70,2026-01-17T14:29:48.140Z
BOX-Rack-H2-L6-P2,Rack-H2,3,2,380.00,50.00,15.71,stored,72,2026-01-24T14:29:48.140Z
BOX-Rack-H2-L6-P3,Rack-H2,3,3,381.50,50.00,15.71,stored,62,2026-01-23T14:29:48.140Z
BOX-Rack-H3-L1-P1,Rack-H3,1,1,378.50,65.00,1.43,stored,83,2026-02-03T14:29:48.140Z
BOX-Rack-H3-L1-P2,Rack-H3,1,2,380.00,65.00,1.43,stored,79,2026-02-02T14:29:48.140Z
BOX-Rack-H3-L1-P3,Rack-H3,1,3,381.50,65.00,1.43,stored,61,2026-01-13T14:29:48.140Z
