box_id,sku,product_name,quantity,unit,category,weight,received_date
BOX-Rack-E1-L2-P2,SKU-1007,USB Cable Pack,62,pack,Electronics,0.2,2025-12-19
BOX-Rack-E1-L2-P3,SKU-1002,Tablet Device,23,each,Electronics,1.2,2025-12-12
BOX-Rack-E1-L2-P3,SKU-1005,Keyboard,30,each,Electronics,1.8,2025-12-19
BOX-Rack-E1-L3-P1,SKU-2002,Blender,26,each,Home Goods,6.2,2025-12-13
BOX-Rack-E1-L3-P1,SKU-2003,Toaster,15,each,Home Goods,4.5,2026-01-02
BOX-Rack-E1-L3-P2,SKU-2001,Coffee Maker,12,each,Home Goods,8.5,2025-12-30
BOX-Rack-E1-L3-P3,SKU-1009,Webcam HD,18,each,Electronics,0.8,2025-12-09
BOX-Rack-E1-L3-P3,SKU-1010,Power Bank,61,each,Electronics,0.9,2026-01-06
BOX-Rack-E1-L4-P1,SKU-3003,Brake Pads Set,57,set,Automotive,8,2025-12-12
BOX-Rack-E1-L4-P1,SKU-2005,Throw Pillows 4pk,52,pack,Home Goods,3.2,2025-12-27
BOX-Rack-E1-L4-P2,SKU-3008,Tool Set 52pc,17,set,Automotive,12,2025-12-24
BOX-Rack-E1-L4-P3,SKU-4007,Caution Tape Roll,38,roll,Industrial,1,2026-01-01
BOX-Rack-E1-L5-P1,SKU-4008,Reflective Vest,57,each,Industrial,0.6,2025-12-25
BOX-Rack-E1-L5-P1,SKU-3010,Jumper Cables,64,each,Automotive,4,2025-12-12
BOX-Rack-E1-L5-P2,SKU-3002,Air Filter,47,each,Automotive,1.5,2026-01-22
BOX-Rack-E1-L5-P3,SKU-3006,Spark Plug 4pk,63,pack,Automotive,0.8,2025-12-19
BOX-Rack-E1-L5-P3,SKU-3005,Battery 12V,10,each,Automotive,45,2026-01-26
BOX-Rack-E1-L6-P1,SKU-4003,Hard Hat,86,each,Industrial,1.2,2026-01-21
BOX-Rack-E1-L6-P2,SKU-3004,Wiper Blades Pair,79,pair,Automotive,1.8,2026-01-05
BOX-Rack-E1-L6-P2,SKU-3008,Tool Set 52pc,18,set,Automotive,12,2026-01-29
BOX-Rack-E1-L6-P3,SKU-3004,Wiper Blades Pair,55,pair,Automotive,1.8,2025-12-10
BOX-Rack-E1-L6-P3,SKU-3005,Battery 12V,25,each,Automotive,45,2026-01-22
BOX-Rack-E1-L7-P1,SKU-4006,Steel Cable 50ft,30,spool,Industrial,15,2026-01-30
BOX-Rack-E1-L7-P1,SKU-3003,Brake Pads Set,54,set,Automotive,8,2025-12-27
BOX-Rack-E1-L7-P2,SKU-3008,Tool Set 52pc,22,set,Automotive,12,2026-01-18
BOX-Rack-E1-L7-P2,SKU-3002,Air Filter,63,each,Automotive,1.5,2025-12-24
BOX-Rack-E1-L7-P3,SKU-4003,Hard Hat,46,each,Industrial,1.2,2026-01-14
BOX-Rack-E2-L1-P1,SKU-1006,Monitor 24inch,11,each,Electronics,12,2026-01-25
BOX-Rack-E2-L1-P1,SKU-2006,Kitchen Knife Set,21,set,Home Goods,4.8,2026-01-20
BOX-Rack-E2-L1-P2,SKU-1001,Laptop Computer,7,each,Electronics,5.5,2026-01-13
BOX-Rack-E2-L1-P2,SKU-1007,USB Cable Pack,124,pack,Electronics,0.2,2026-01-09
BOX-Rack-E2-L1-P3,SKU-1006,Monitor 24inch,24,each,Electronics,12,2025-12-22
BOX-Rack-E2-L1-P3,SKU-2006,Kitchen Knife Set,18,set,Home Goods,4.8,2026-01-17
BOX-Rack-E2-L2-P1,SKU-2006,Kitchen Knife Set,17,set,Home Goods,4.8,2025-12-13
BOX-Rack-E2-L2-P2,SKU-2006,Kitchen Knife Set,26,set,Home Goods,4.8,2026-01-24
BOX-Rack-E2-L2-P2,SKU-1004,Wireless Mouse,79,each,Electronics,0.3,2026-01-30
BOX-Rack-E2-L2-P3,SKU-2007,Cookware Set,9,set,Home Goods,15,2025-12-15
BOX-Rack-E2-L2-P3,SKU-1006,Monitor 24inch,10,each,Electronics,12,2025-12-25
BOX-Rack-E2-L3-P1,SKU-2006,Kitchen Knife Set,17,set,Home Goods,4.8,2026-01-24
BOX-Rack-E2-L3-P2,SKU-2004,Bedding Set Queen,9,set,Home Goods,7,2025-12-23
BOX-Rack-E2-L3-P2,SKU-2008,Dinner Plates 12pk,49,pack,Home Goods,8,2025-12-23
BOX-Rack-E2-L3-P3,SKU-1001,Laptop Computer,17,each,Electronics,5.5,2026-01-10
BOX-Rack-E2-L3-P3,SKU-2005,Throw Pillows 4pk,31,pack,Home Goods,3.2,2025-12-27
BOX-Rack-E2-L4-P1,SKU-4004,Hex Bolt 1/2" 100pk,113,pack,Industrial,5,2026-01-03
BOX-Rack-E2-L4-P2,SKU-4007,Caution Tape Roll,59,roll,Industrial,1,2026-01-11
BOX-Rack-E2-L4-P3,SKU-3002,Air Filter,71,each,Automotive,1.5,2026-01-07
BOX-Rack-E2-L5-P1,SKU-3003,Brake Pads Set,49,set,Automotive,8,2026-01-09
BOX-Rack-E2-L5-P2,SKU-3006,Spark Plug 4pk,33,pack,Automotive,0.8,2025-12-31
BOX-Rack-E2-L5-P2,SKU-4006,Steel Cable 50ft,23,spool,Industrial,15,2026-01-12
BOX-Rack-E2-L5-P3,SKU-4008,Reflective Vest,59,each,Industrial,0.6,2026-01-13
BOX-Rack-E2-L5-P3,SKU-3004,Wiper Blades Pair,58,pair,Automotive,1.8,2025-12-15
BOX-Rack-E2-L6-P1,SKU-3009,Floor Mat Set,44,set,Automotive,6.5,2026-02-06
BOX-Rack-E2-L6-P2,SKU-3008,Tool Set 52pc,35,set,Automotive,12,2026-02-03
BOX-Rack-E2-L6-P3,SKU-4002,Work Gloves Pair,71,pair,Industrial,0.4,2025-12-13
BOX-Rack-E2-L6-P3,SKU-3001,Motor Oil 5qt,66,bottle,Automotive,10.5,2026-01-01
BOX-Rack-E2-L7-P1,SKU-3007,Coolant 1gal,48,jug,Automotive,9.2,2026-01-25
BOX-Rack-E2-L7-P3,SKU-3009,Floor Mat Set,31,set,Automotive,6.5,2026-01-31
BOX-Rack-E2-L7-P3,SKU-3001,Motor Oil 5qt,41,bottle,Automotive,10.5,2025-12-09
BOX-Rack-E3-L1-P1,SKU-1008,Headphones,52,each,Electronics,0.6,2026-01-13
BOX-Rack-E3-L1-P1,SKU-1006,Monitor 24inch,12,each,Electronics,12,2025-12-24
BOX-Rack-E3-L1-P2,SKU-1002,Tablet Device,30,each,Electronics,1.2,2026-01-09
BOX-Rack-E3-L1-P2,SKU-1004,Wireless Mouse,59,each,Electronics,0.3,2026-02-03
BOX-Rack-E3-L1-P3,SKU-2006,Kitchen Knife Set,18,set,Home Goods,4.8,2026-01-09
BOX-Rack-E3-L1-P3,SKU-1006,Monitor 24inch,13,each,Electronics,12,2026-01-21
BOX-Rack-E3-L2-P1,SKU-2008,Dinner Plates 12pk,28,pack,Home Goods,8,2026-01-07
BOX-Rack-E3-L2-P1,SKU-1003,Smartphone,52,each,Electronics,0.4,2026-01-15
BOX-Rack-E3-L2-P2,SKU-1004,Wireless Mouse,92,each,Electronics,0.3,2026-01-11
BOX-Rack-E3-L2-P3,SKU-2005,Throw Pillows 4pk,30,pack,Home Goods,3.2,2026-01-15
BOX-Rack-E3-L3-P1,SKU-1007,USB Cable Pack,132,pack,Electronics,0.2,2026-01-05
BOX-Rack-E3-L3-P2,SKU-2002,Blender,21,each,Home Goods,6.2,2025-12-26
BOX-Rack-E3-L3-P3,SKU-1007,USB Cable Pack,73,pack,Electronics,0.2,2026-01-01
BOX-Rack-E3-L3-P3,SKU-2005,Throw Pillows 4pk,31,pack,Home Goods,3.2,2026-01-29
BOX-Rack-E3-L4-P2,SKU-1003,Smartphone,26,each,Electronics,0.4,2025-12-12
BOX-Rack-E3-L4-P2,SKU-2004,Bedding Set Queen,8,set,Home Goods,7,2026-01-22
BOX-Rack-E3-L4-P3,SKU-3008,Tool Set 52pc,12,set,Automotive,12,2026-02-06
BOX-Rack-E3-L5-P1,SKU-3004,Wiper Blades Pair,40,pair,Automotive,1.8,2025-12-30
BOX-Rack-E3-L5-P1,SKU-3001,Motor Oil 5qt,58,bottle,Automotive,10.5,2026-01-27
BOX-Rack-E3-L5-P3,SKU-3007,Coolant 1gal,76,jug,Automotive,9.2,2025-12-18
BOX-Rack-E3-L5-P3,SKU-3002,Air Filter,37,each,Automotive,1.5,2026-01-08
BOX-Rack-E3-L6-P1,SKU-3001,Motor Oil 5qt,64,bottle,Automotive,10.5,2026-01-19
BOX-Rack-E3-L6-P1,SKU-4006,Steel Cable 50ft,25,spool,Industrial,15,2026-01-14
BOX-Rack-E3-L6-P2,SKU-3001,Motor Oil 5qt,91,bottle,Automotive,10.5,2026-01-16
BOX-Rack-E3-L6-P2,SKU-4008,Reflective Vest,42,each,Industrial,0.6,2026-01-02
BOX-Rack-E3-L6-P3,SKU-4003,Hard Hat,49,each,Industrial,1.2,2026-01-20
BOX-Rack-E3-L7-P1,SKU-4002,Work Gloves Pair,139,pair,Industrial,0.4,2025-12-18
BOX-Rack-E3-L7-P2,SKU-3010,Jumper Cables,30,each,Automotive,4,2025-12-13
BOX-Rack-E4-L1-P1,SKU-2005,Throw Pillows 4pk,36,pack,Home Goods,3.2,2025-12-31
BOX-Rack-E4-L1-P3,SKU-2005,Throw Pillows 4pk,43,pack,Home Goods,3.2,2025-12-29
BOX-Rack-E4-L2-P1,SKU-2001,Coffee Maker,13,each,Home Goods,8.5,2026-01-12
BOX-Rack-E4-L2-P1,SKU-1008,Headphones,37,each,Electronics,0.6,2026-01-26
BOX-Rack-E4-L2-P2,SKU-2008,Dinner Plates 12pk,34,pack,Home Goods,8,2026-01-30
BOX-Rack-E4-L2-P3,SKU-1002,Tablet Device,15,each,Electronics,1.2,2026-02-03
BOX-Rack-E4-L2-P3,SKU-1001,Laptop Computer,23,each,Electronics,5.5,2026-01-20
BOX-Rack-E4-L3-P1,SKU-2002,Blender,35,each,Home Goods,6.2,2026-01-27
BOX-Rack-E4-L3-P2,SKU-2002,Blender,18,each,Home Goods,6.2,2025-12-19
BOX-Rack-E4-L3-P2,SKU-2009,Wall Clock,52,each,Home Goods,2.5,2025-12-12
BOX-Rack-E4-L3-P3,SKU-1004,Wireless Mouse,42,each,Electronics,0.3,2025-12-12
BOX-Rack-E4-L4-P1,SKU-3005,Battery 12V,26,each,Automotive,45,2026-02-02
BOX-Rack-E4-L4-P3,SKU-1001,Laptop Computer,10,each,Electronics,5.5,2026-01-16
BOX-Rack-E4-L4-P3,SKU-3001,Motor Oil 5qt,77,bottle,Automotive,10.5,2025-12-22
BOX-Rack-E4-L5-P1,SKU-3004,Wiper Blades Pair,41,pair,Automotive,1.8,2025-12-29
BOX-Rack-E4-L5-P2,SKU-4003,Hard Hat,77,each,Industrial,1.2,2026-01-04
BOX-Rack-E4-L5-P2,SKU-4002,Work Gloves Pair,158,pair,Industrial,0.4,2025-12-12
BOX-Rack-E4-L5-P3,SKU-3010,Jumper Cables,61,each,Automotive,4,2025-12-18
BOX-Rack-E4-L5-P3,SKU-3007,Coolant 1gal,25,jug,Automotive,9.2,2026-02-03
BOX-Rack-E4-L6-P2,SKU-4007,Caution Tape Roll,69,roll,Industrial,1,2025-12-23
BOX-Rack-E4-L6-P2,SKU-3010,Jumper Cables,40,each,Automotive,4,2026-02-01
BOX-Rack-E4-L7-P1,SKU-4005,Lock Nut Assortment,57,box,Industrial,3.5,2026-01-27
BOX-Rack-E4-L7-P3,SKU-3005,Battery 12V,27,each,Automotive,45,2026-01-07
BOX-Rack-E5-L1-P1,SKU-2004,Bedding Set Queen,13,set,Home Goods,7,2025-12-10
BOX-Rack-E5-L1-P2,SKU-1007,USB Cable Pack,147,pack,Electronics,0.2,2025-12-25
BOX-Rack-E5-L1-P3,SKU-1001,Laptop Computer,9,each,Electronics,5.5,2025-12-27
BOX-Rack-E5-L2-P1,SKU-1002,Tablet Device,30,each,Electronics,1.2,2026-01-09
BOX-Rack-E5-L2-P2,SKU-2001,Coffee Maker,17,each,Home Goods,8.5,2025-12-29
BOX-Rack-E5-L2-P3,SKU-1008,Headphones,86,each,Electronics,0.6,2025-12-19
BOX-Rack-E5-L3-P1,SKU-1001,Laptop Computer,15,each,Electronics,5.5,2025-12-15
BOX-Rack-E5-L3-P3,SKU-1009,Webcam HD,32,each,Electronics,0.8,2025-12-27
BOX-Rack-E5-L4-P2,SKU-2005,Throw Pillows 4pk,22,pack,Home Goods,3.2,2026-01-16
BOX-Rack-E5-L4-P3,SKU-1008,Headphones,89,each,Electronics,0.6,2025-12-28
BOX-Rack-E5-L5-P2,SKU-3006,Spark Plug 4pk,68,pack,Automotive,0.8,2026-01-09
BOX-Rack-E5-L6-P1,SKU-3001,Motor Oil 5qt,94,bottle,Automotive,10.5,2025-12-25
BOX-Rack-E5-L6-P1,SKU-3009,Floor Mat Set,30,set,Automotive,6.5,2026-01-02
BOX-Rack-E5-L6-P2,SKU-3008,Tool Set 52pc,39,set,Automotive,12,2026-02-01
BOX-Rack-E5-L6-P2,SKU-4008,Reflective Vest,105,each,Industrial,0.6,2025-12-21
BOX-Rack-E5-L6-P3,SKU-3004,Wiper Blades Pair,86,pair,Automotive,1.8,2025-12-29
BOX-Rack-E5-L6-P3,SKU-3003,Brake Pads Set,23,set,Automotive,8,2026-01-14
BOX-Rack-E5-L7-P1,SKU-3003,Brake Pads Set,58,set,Automotive,8,2026-01-29
BOX-Rack-E5-L7-P1,SKU-3005,Battery 12V,12,each,Automotive,45,2026-02-03
BOX-Rack-E5-L7-P2,SKU-3003,Brake Pads Set,52,set,Automotive,8,2025-12-20
BOX-Rack-E5-L7-P2,SKU-4006,Steel Cable 50ft,12,spool,Industrial,15,2025-12-09
BOX-Rack-E5-L7-P3,SKU-3003,Brake Pads Set,38,set,Automotive,8,2026-01-29
BOX-Rack-E6-L1-P1,SKU-1006,Monitor 24inch,22,each,Electronics,12,2026-01-07
BOX-Rack-E6-L1-P2,SKU-1007,USB Cable Pack,72,pack,Electronics,0.2,2026-01-19
BOX-Rack-E6-L1-P2,SKU-2006,Kitchen Knife Set,12,set,Home Goods,4.8,2026-01-17
BOX-Rack-E6-L1-P3,SKU-2005,Throw Pillows 4pk,53,pack,Home Goods,3.2,2026-01-13
BOX-Rack-E6-L1-P3,SKU-2001,Coffee Maker,22,each,Home Goods,8.5,2026-01-04
BOX-Rack-E6-L2-P1,SKU-1004,Wireless Mouse,71,each,Electronics,0.3,2026-01-02
BOX-Rack-E6-L2-P2,SKU-1004,Wireless Mouse,64,each,Electronics,0.3,2026-01-01
BOX-Rack-E6-L2-P2,SKU-1002,Tablet Device,25,each,Electronics,1.2,2026-01-08
BOX-Rack-E6-L2-P3,SKU-2003,Toaster,18,each,Home Goods,4.5,2026-01-14
BOX-Rack-E6-L2-P3,SKU-2001,Coffee Maker,20,each,Home Goods,8.5,2026-01-04
BOX-Rack-E6-L3-P1,SKU-1006,Monitor 24inch,13,each,Electronics,12,2026-01-16
BOX-Rack-E6-L3-P2,SKU-1010,Power Bank,74,each,Electronics,0.9,2026-01-02
BOX-Rack-E6-L3-P3,SKU-2005,Throw Pillows 4pk,35,pack,Home Goods,3.2,2026-01-27
BOX-Rack-E6-L3-P3,SKU-2008,Dinner Plates 12pk,38,pack,Home Goods,8,2025-12-26
BOX-Rack-E6-L4-P2,SKU-2004,Bedding Set Queen,13,set,Home Goods,7,2025-12-15
BOX-Rack-E6-L5-P1,SKU-3004,Wiper Blades Pair,51,pair,Automotive,1.8,2026-01-11
BOX-Rack-E6-L5-P3,SKU-3005,Battery 12V,12,each,Automotive,45,2026-01-28
BOX-Rack-E6-L5-P3,SKU-3006,Spark Plug 4pk,55,pack,Automotive,0.8,2026-01-25
BOX-Rack-E6-L6-P1,SKU-3004,Wiper Blades Pair,75,pair,Automotive,1.8,2025-12-12
BOX-Rack-E6-L6-P1,SKU-3001,Motor Oil 5qt,50,bottle,Automotive,10.5,2026-01-04
BOX-Rack-E6-L6-P2,SKU-3008,Tool Set 52pc,19,set,Automotive,12,2025-12-11
BOX-Rack-E6-L6-P2,SKU-4006,Steel Cable 50ft,25,spool,Industrial,15,2026-01-28
BOX-Rack-E6-L6-P3,SKU-4008,Reflective Vest,59,each,Industrial,0.6,2025-12-11
BOX-Rack-E6-L7-P1,SKU-4009,LED Work Light,36,each,Industrial,2.5,2025-12-17
BOX-Rack-E6-L7-P1,SKU-3004,Wiper Blades Pair,35,pair,Automotive,1.8,2026-02-03
BOX-Rack-E6-L7-P3,SKU-3004,Wiper Blades Pair,71,pair,Automotive,1.8,2026-01-31
BOX-Rack-E6-L7-P3,SKU-3003,Brake Pads Set,45,set,Automotive,8,2026-01-23
BOX-Rack-F1-L1-P1,SKU-2001,Coffee Maker,28,each,Home Goods,8.5,2026-01-17
BOX-Rack-F1-L1-P2,SKU-1002,Tablet Device,35,each,Electronics,1.2,2025-12-30
BOX-Rack-F1-L1-P3,SKU-1001,Laptop Computer,21,each,Electronics,5.5,2026-01-05
BOX-Rack-F1-L1-P3,SKU-1006,Monitor 24inch,14,each,Electronics,12,2026-01-22
BOX-Rack-F1-L2-P1,SKU-1001,Laptop Computer,8,each,Electronics,5.5,2026-02-06
BOX-Rack-F1-L2-P1,SKU-1002,Tablet Device,18,each,Electronics,1.2,2025-12-14
BOX-Rack-F1-L2-P2,SKU-1004,Wireless Mouse,71,each,Electronics,0.3,2026-01-03
BOX-Rack-F1-L2-P3,SKU-1004,Wireless Mouse,76,each,Electronics,0.3,2025-12-22
BOX-Rack-F1-L3-P1,SKU-1005,Keyboard,74,each,Electronics,1.8,2026-02-02
BOX-Rack-F1-L3-P2,SKU-1004,Wireless Mouse,45,each,Electronics,0.3,2026-01-13
BOX-Rack-F1-L3-P3,SKU-1002,Tablet Device,25,each,Electronics,1.2,2025-12-29
BOX-Rack-F1-L3-P3,SKU-2008,Dinner Plates 12pk,23,pack,Home Goods,8,2025-12-10
BOX-Rack-F1-L4-P1,SKU-4008,Reflective Vest,76,each,Industrial,0.6,2025-12-11
BOX-Rack-F1-L4-P1,SKU-2002,Blender,16,each,Home Goods,6.2,2026-01-17
BOX-Rack-F1-L4-P2,SKU-1007,USB Cable Pack,99,pack,Electronics,0.2,2025-12-17
BOX-Rack-F1-L4-P2,SKU-3004,Wiper Blades Pair,77,pair,Automotive,1.8,2026-01-03
BOX-Rack-F1-L4-P3,SKU-1001,Laptop Computer,18,each,Electronics,5.5,2026-01-26
BOX-Rack-F1-L5-P1,SKU-3007,Coolant 1gal,63,jug,Automotive,9.2,2026-01-27
BOX-Rack-F1-L5-P2,SKU-4001,Safety Goggles,179,each,Industrial,0.3,2026-01-09
BOX-Rack-F1-L5-P2,SKU-4003,Hard Hat,87,each,Industrial,1.2,2026-01-01
BOX-Rack-F1-L5-P3,SKU-3008,Tool Set 52pc,35,set,Automotive,12,2025-12-31
BOX-Rack-F1-L5-P3,SKU-3003,Brake Pads Set,57,set,Automotive,8,2026-01-24
BOX-Rack-F1-L6-P1,SKU-3002,Air Filter,54,each,Automotive,1.5,2026-01-23
BOX-Rack-F1-L6-P2,SKU-4006,Steel Cable 50ft,33,spool,Industrial,15,2026-01-07
BOX-Rack-F1-L6-P2,SKU-4004,Hex Bolt 1/2" 100pk,97,pack,Industrial,5,2025-12-12
BOX-Rack-F1-L7-P1,SKU-4006,Steel Cable 50ft,21,spool,Industrial,15,2026-01-26
BOX-Rack-F1-L7-P2,SKU-4002,Work Gloves Pair,105,pair,Industrial,0.4,2025-12-19
BOX-Rack-F1-L7-P2,SKU-3004,Wiper Blades Pair,76,pair,Automotive,1.8,2026-01-05
BOX-Rack-F1-L7-P3,SKU-4005,Lock Nut Assortment,75,box,Industrial,3.5,2025-12-27
BOX-Rack-F2-L1-P1,SKU-1001,Laptop Computer,12,each,Electronics,5.5,2026-01-26
BOX-Rack-F2-L1-P1,SKU-2010,Table Lamp,22,each,Home Goods,5.5,2025-12-13
BOX-Rack-F2-L1-P2,SKU-1001,Laptop Computer,24,each,Electronics,5.5,2025-12-16
BOX-Rack-F2-L1-P2,SKU-2008,Dinner Plates 12pk,47,pack,Home Goods,8,2025-12-26
BOX-Rack-F2-L1-P3,SKU-1004,Wireless Mouse,44,each,Electronics,0.3,2026-01-22
BOX-Rack-F2-L2-P1,SKU-1009,Webcam HD,37,each,Electronics,0.8,2026-01-20
BOX-Rack-F2-L2-P1,SKU-2006,Kitchen Knife Set,26,set,Home Goods,4.8,2026-01-26
BOX-Rack-F2-L2-P2,SKU-2010,Table Lamp,38,each,Home Goods,5.5,2026-01-04
BOX-Rack-F2-L2-P2,SKU-2007,Cookware Set,10,set,Home Goods,15,2026-01-09
BOX-Rack-F2-L2-P3,SKU-2007,Cookware Set,20,set,Home Goods,15,2026-01-02
BOX-Rack-F2-L2-P3,SKU-2003,Toaster,21,each,Home Goods,4.5,2025-12-10
BOX-Rack-F2-L3-P1,SKU-1002,Tablet Device,26,each,Electronics,1.2,2026-01-17
BOX-Rack-F2-L3-P1,SKU-1007,USB Cable Pack,76,pack,Electronics,0.2,2025-12-17
BOX-Rack-F2-L3-P2,SKU-2001,Coffee Maker,21,each,Home Goods,8.5,2026-01-02
BOX-Rack-F2-L3-P3,SKU-2005,Throw Pillows 4pk,48,pack,Home Goods,3.2,2026-01-08
BOX-Rack-F2-L4-P1,SKU-2008,Dinner Plates 12pk,46,pack,Home Goods,8,2025-12-20
BOX-Rack-F2-L4-P1,SKU-4008,Reflective Vest,71,each,Industrial,0.6,2025-12-17
BOX-Rack-F2-L4-P2,SKU-1009,Webcam HD,23,each,Electronics,0.8,2025-12-30
BOX-Rack-F2-L4-P2,SKU-2006,Kitchen Knife Set,18,set,Home Goods,4.8,2025-12-29
BOX-Rack-F2-L4-P3,SKU-4002,Work Gloves Pair,86,pair,Industrial,0.4,2026-01-23
BOX-Rack-F2-L5-P2,SKU-3004,Wiper Blades Pair,52,pair,Automotive,1.8,2025-12-17
BOX-Rack-F2-L5-P2,SKU-3010,Jumper Cables,45,each,Automotive,4,2026-01-25
BOX-Rack-F2-L5-P3,SKU-3003,Brake Pads Set,33,set,Automotive,8,2026-01-13
BOX-Rack-F2-L5-P3,SKU-3005,Battery 12V,20,each,Automotive,45,2026-02-04
BOX-Rack-F2-L6-P3,SKU-4007,Caution Tape Roll,64,roll,Industrial,1,2026-01-20
BOX-Rack-F2-L7-P1,SKU-4010,Measuring Tape 25ft,89,each,Industrial,1.1,2025-12-13
BOX-Rack-F2-L7-P2,SKU-3010,Jumper Cables,23,each,Automotive,4,2025-12-24
BOX-Rack-F2-L7-P2,SKU-3001,Motor Oil 5qt,98,bottle,Automotive,10.5,2026-02-01
BOX-Rack-F2-L7-P3,SKU-3008,Tool Set 52pc,21,set,Automotive,12,2026-02-06
BOX-Rack-F2-L7-P3,SKU-3001,Motor Oil 5qt,46,bottle,Automotive,10.5,2025-12-17
BOX-Rack-F3-L1-P1,SKU-1006,Monitor 24inch,14,each,Electronics,12,2026-01-26
BOX-Rack-F3-L1-P1,SKU-2004,Bedding Set Queen,9,set,Home Goods,7,2025-12-21
BOX-Rack-F3-L1-P2,SKU-2010,Table Lamp,26,each,Home Goods,5.5,2025-12-18
BOX-Rack-F3-L1-P3,SKU-2007,Cookware Set,19,set,Home Goods,15,2025-12-24
BOX-Rack-F3-L1-P3,SKU-1002,Tablet Device,23,each,Electronics,1.2,2026-01-10
BOX-Rack-F3-L2-P1,SKU-1003,Smartphone,43,each,Electronics,0.4,2025-12-27
BOX-Rack-F3-L2-P1,SKU-2009,Wall Clock,67,each,Home Goods,2.5,2025-12-19
BOX-Rack-F3-L2-P2,SKU-2002,Blender,32,each,Home Goods,6.2,2026-01-16
BOX-Rack-F3-L2-P3,SKU-1007,USB Cable Pack,102,pack,Electronics,0.2,2025-12-22
BOX-Rack-F3-L3-P1,SKU-2001,Coffee Maker,18,each,Home Goods,8.5,2026-01-13
BOX-Rack-F3-L3-P2,SKU-1006,Monitor 24inch,14,each,Electronics,12,2026-01-17
BOX-Rack-F3-L3-P2,SKU-1010,Power Bank,101,each,Electronics,0.9,2025-12-25
BOX-Rack-F3-L3-P3,SKU-2006,Kitchen Knife Set,10,set,Home Goods,4.8,2025-12-29
BOX-Rack-F3-L4-P1,SKU-3007,Coolant 1gal,67,jug,Automotive,9.2,2026-02-06
BOX-Rack-F3-L4-P2,SKU-4007,Caution Tape Roll,75,roll,Industrial,1,2026-01-18
BOX-Rack-F3-L4-P3,SKU-1001,Laptop Computer,22,each,Electronics,5.5,2025-12-11
BOX-Rack-F3-L4-P3,SKU-3003,Brake Pads Set,52,set,Automotive,8,2026-01-14
BOX-Rack-F3-L5-P1,SKU-3008,Tool Set 52pc,38,set,Automotive,12,2026-01-12
BOX-Rack-F3-L5-P1,SKU-4005,Lock Nut Assortment,57,box,Industrial,3.5,2026-02-02
BOX-Rack-F3-L5-P3,SKU-4004,Hex Bolt 1/2" 100pk,88,pack,Industrial,5,2026-01-13
BOX-Rack-F3-L6-P1,SKU-4010,Measuring Tape 25ft,76,each,Industrial,1.1,2025-12-18
BOX-Rack-F3-L6-P1,SKU-3007,Coolant 1gal,75,jug,Automotive,9.2,2026-01-07
BOX-Rack-F3-L6-P2,SKU-3003,Brake Pads Set,47,set,Automotive,8,2026-01-31
BOX-Rack-F3-L7-P1,SKU-3001,Motor Oil 5qt,43,bottle,Automotive,10.5,2026-01-24
BOX-Rack-F3-L7-P1,SKU-3004,Wiper Blades Pair,45,pair,Automotive,1.8,2026-02-06
BOX-Rack-F3-L7-P2,SKU-4003,Hard Hat,39,each,Industrial,1.2,2025-12-15
BOX-Rack-F4-L1-P1,SKU-1004,Wireless Mouse,64,each,Electronics,0.3,2026-01-20
BOX-Rack-F4-L1-P1,SKU-1003,Smartphone,56,each,Electronics,0.4,2026-01-02
BOX-Rack-F4-L1-P2,SKU-2001,Coffee Maker,26,each,Home Goods,8.5,2026-01-13
BOX-Rack-F4-L1-P2,SKU-1009,Webcam HD,35,each,Electronics,0.8,2026-01-28
BOX-Rack-F4-L1-P3,SKU-2007,Cookware Set,11,set,Home Goods,15,2026-02-06
BOX-Rack-F4-L2-P1,SKU-2002,Blender,38,each,Home Goods,6.2,2025-12-24
BOX-Rack-F4-L2-P2,SKU-2002,Blender,17,each,Home Goods,6.2,2025-12-24
BOX-Rack-F4-L2-P2,SKU-1010,Power Bank,46,each,Electronics,0.9,2026-01-01
BOX-Rack-F4-L2-P3,SKU-2006,Kitchen Knife Set,11,set,Home Goods,4.8,2026-01-09
BOX-Rack-F4-L2-P3,SKU-1004,Wireless Mouse,93,each,Electronics,0.3,2025-12-27
BOX-Rack-F4-L3-P1,SKU-1004,Wireless Mouse,30,each,Electronics,0.3,2026-01-28
BOX-Rack-F4-L3-P1,SKU-2001,Coffee Maker,24,each,Home Goods,8.5,2025-12-10
BOX-Rack-F4-L3-P3,SKU-1007,USB Cable Pack,114,pack,Electronics,0.2,2026-01-19
BOX-Rack-F4-L3-P3,SKU-2004,Bedding Set Queen,11,set,Home Goods,7,2026-01-28
BOX-Rack-F4-L4-P2,SKU-4002,Work Gloves Pair,178,pair,Industrial,0.4,2026-01-22
BOX-Rack-F4-L4-P2,SKU-1004,Wireless Mouse,36,each,Electronics,0.3,2026-01-05
BOX-Rack-F4-L4-P3,SKU-3008,Tool Set 52pc,25,set,Automotive,12,2025-12-16
BOX-Rack-F4-L4-P3,SKU-1001,Laptop Computer,17,each,Electronics,5.5,2026-01-26
BOX-Rack-F4-L5-P1,SKU-3003,Brake Pads Set,44,set,Automotive,8,2026-01-02
BOX-Rack-F4-L5-P1,SKU-3002,Air Filter,51,each,Automotive,1.5,2025-12-18
BOX-Rack-F4-L5-P2,SKU-4005,Lock Nut Assortment,109,box,Industrial,3.5,2026-01-15
